,comp_name,comp_overall_link,sal_d,sal_hr,sal_m,sal_max,sal_min,sal_wk,sal_yr
475,Point to Point Consulting,http://www.indeed.com/cmp/Point-to-Point-Consulting,0.0,0.0,0.0,0.0,0.0,0.0,145000.0
476,XLSolutions,http://www.indeed.com/cmp/Xlsolutions,0.0,105.0,0.0,0.0,0.0,0.0,0.0
477,ARGO,http://www.indeed.com/cmp/Argo,0.0,0.0,0.0,134687.0,96548.0,0.0,114034.0
478,"Central Business Solutions,Inc","http://www.indeed.com/cmp/Central-Business-Solutions,inc",0.0,55.0,0.0,0.0,0.0,0.0,0.0
479,Rimrock Associates,http://www.indeed.com/cmp/Rimrock-Associates,0.0,0.0,0.0,153819.0,121905.0,0.0,136935.0
480,Sierra Infosys Inc,http://www.indeed.com/cmp/Sierra-Infosys-Inc,0.0,60.0,0.0,0.0,0.0,0.0,0.0
481,Beneath The Ink,http://www.indeed.com/cmp/Beneath-the-Ink,0.0,0.0,0.0,94791.0,57058.0,0.0,73544.0
482,Manpower,http://www.indeed.com/cmp/Manpower,0.0,22.36,0.0,0.0,0.0,0.0,0.0
483,Spyglass Partners LLC,http://www.indeed.com/cmp/Spyglass-Partners-LLC,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
484,Infojini Consulting Inc,http://www.indeed.com/cmp/Infojini-Consulting-Inc,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
485,Huxley IT,http://www.indeed.com/cmp/Huxley-IT,0.0,0.0,0.0,0.0,0.0,650.0,0.0
486,Nyansa,http://www.indeed.com/cmp/Nyansa,0.0,0.0,0.0,156311.0,105618.0,0.0,128488.0
487,Knox and Associates,http://www.indeed.com/cmp/Knox-and-Associates,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
488,"OUTSOURCE Consulting Services, Inc.","http://www.indeed.com/cmp/Outsource-Consulting-Services,-Inc.",0.0,62.05,0.0,0.0,0.0,0.0,0.0
489,Networking People,http://www.indeed.com/cmp/Networking-People,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
490,"Anonymous, LLC","http://www.indeed.com/cmp/Anonymous,-LLC",0.0,0.0,10000.0,0.0,0.0,0.0,0.0
491,Design Interactive,http://www.indeed.com/cmp/Design-Interactive,0.0,0.0,0.0,115579.0,71471.0,0.0,90888.0
492,Blue Ocean Ventures,http://www.indeed.com/cmp/Blue-Ocean-Ventures,0.0,0.0,0.0,164619.0,126367.0,0.0,144230.0
493,Path Insights,http://www.indeed.com/cmp/Path-Insights,0.0,75.0,0.0,0.0,0.0,0.0,0.0
494,Compunnel Software Group Inc.,http://www.indeed.com/cmp/Compunnel-Software-Group-Inc.,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
495,newcareers,http://www.indeed.com/cmp/Newcareers,0.0,0.0,0.0,0.0,0.0,0.0,80000.0
496,Principle Solutions Group,http://www.indeed.com/cmp/Principle-Solutions-Group,0.0,0.0,0.0,134687.0,96548.0,0.0,114034.0
497,DropThought,http://www.indeed.com/cmp/Dropthought,0.0,0.0,0.0,0.0,0.0,0.0,80000.0
498,"Donahue & Moore Associates, LTD.","http://www.indeed.com/cmp/Donahue-&-Moore-Associates,-Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,150000.0
499,Retroficiency,http://www.indeed.com/cmp/Retroficiency,0.0,0.0,0.0,144662.0,106477.0,0.0,124110.0
500,Geneia,http://www.indeed.com/cmp/Geneia,0.0,19.0,0.0,0.0,0.0,0.0,0.0
501,Bluestone,http://www.indeed.com/cmp/Bluestone,0.0,0.0,0.0,0.0,0.0,0.0,170000.0
502,Griffin Global Systems,http://www.indeed.com/cmp/Griffin-Global-Systems,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
503,CandidateXchange,http://www.indeed.com/cmp/Candidatexchange,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
504,Department of Veterans Affairs,http://www.indeed.com/cmp/Department-of-Veterans-Affairs,0.0,0.0,0.0,92877.0,63877.0,0.0,77024.0
505,"Promantus, Inc","http://www.indeed.com/cmp/Promantus,-Inc",0.0,0.0,0.0,0.0,0.0,0.0,80000.0
506,NPD,http://www.indeed.com/cmp/Npd,0.0,0.0,0.0,93116.0,67674.0,0.0,79382.0
507,Sierra Infosys Inc,http://www.indeed.com/cmp/Sierra-Infosys-Inc,0.0,60.0,0.0,0.0,0.0,0.0,0.0
508,"The Matlen Silver Group, Inc.","http://www.indeed.com/cmp/The-Matlen-Silver-Group,-Inc.",600.0,0.0,0.0,0.0,0.0,0.0,0.0
509,Microsoft Devices Group,http://www.indeed.com/cmp/Microsoft-Devices-Group,0.0,28.0,0.0,0.0,0.0,0.0,0.0
510,IDC Technologies,http://www.indeed.com/cmp/Idc-Technologies,0.0,60.0,0.0,0.0,0.0,0.0,0.0
511,DynCorp International Inc,http://www.indeed.com/cmp/Dyncorp-International-Inc,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
512,Bloomberg,http://www.indeed.com/cmp/Bloomberg,0.0,0.0,0.0,0.0,0.0,0.0,90000.0
513,"Scottrade, Inc","http://www.indeed.com/cmp/Scottrade,-Inc",0.0,0.0,0.0,0.0,0.0,0.0,115000.0
514,"Joseph Associates, Inc.","http://www.indeed.com/cmp/Joseph-Associates,-Inc.",0.0,0.0,0.0,0.0,0.0,0.0,125000.0
515,CER Group NA,http://www.indeed.com/cmp/Cer-Group-Na,63.0,0.0,0.0,0.0,0.0,0.0,0.0
516,ValoreBooks,http://www.indeed.com/cmp/Valorebooks,0.0,0.0,0.0,80000.0,50000.0,0.0,65000.0
517,"Digital Intelligence Systems, LLC","http://www.indeed.com/cmp/Digital-Intelligence-Systems,-LLC-1",100.0,0.0,0.0,0.0,0.0,0.0,0.0
518,Huxley IT,http://www.indeed.com/cmp/Huxley-IT,0.0,0.0,0.0,0.0,0.0,650.0,0.0
519,Binary Computer Int'l Corp.,http://www.indeed.com/cmp/Binary-Computer-Int'l-Corp.,75.0,0.0,0.0,0.0,0.0,0.0,0.0
520,The Connors Group,http://www.indeed.com/cmp/The-Connors-Group,0.0,0.0,0.0,0.0,0.0,0.0,140000.0
521,Los Alamos National Laboratory,http://www.indeed.com/cmp/Los-Alamos-National-Laboratory,0.0,0.0,0.0,136000.0,83000.0,0.0,109500.0
522,Infotek Consulting Services Inc.,http://www.indeed.com/cmp/Infotek-Consulting-Services-Inc.,0.0,61.0,0.0,0.0,0.0,0.0,0.0
523,Galvanize,http://www.indeed.com/cmp/Galvanize,0.0,0.0,3000.0,0.0,0.0,0.0,0.0
524,Griffin Global Systems,http://www.indeed.com/cmp/Griffin-Global-Systems,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
525,"TekPartners, a P2P Company","http://www.indeed.com/cmp/Tekpartners,-A-P2p-Company",0.0,80.0,0.0,0.0,0.0,0.0,0.0
526,TechTalent Consulting Inc,http://www.indeed.com/cmp/Techtalent-Consulting-Inc,0.0,0.0,0.0,175000.0,100000.0,0.0,137500.0
527,Atrium Staffing,http://www.indeed.com/cmp/Atrium-Staffing,0.0,19.0,0.0,0.0,0.0,0.0,0.0
528,Sophus It Solutions Llc,http://www.indeed.com/cmp/Sophus-IT-Solutions-LLC,80.0,0.0,0.0,0.0,0.0,0.0,0.0
529,ReSource Technology Partners LLC,http://www.indeed.com/cmp/Resource-Technology-Partners-LLC,0.0,0.0,0.0,0.0,0.0,0.0,130000.0
530,Retroficiency,http://www.indeed.com/cmp/Retroficiency,0.0,0.0,0.0,140000.0,110000.0,0.0,125000.0
531,Jackson Noble LLC,http://www.indeed.com/cmp/Jackson-Noble-LLC,0.0,0.0,0.0,135000.0,120000.0,0.0,127500.0
532,GKS Associates,http://www.indeed.com/cmp/Gks-Associates,0.0,50.0,0.0,0.0,0.0,0.0,0.0
533,Managed Staffing,http://www.indeed.com/cmp/Managed-Staffing,0.0,0.0,0.0,130000.0,120000.0,0.0,125000.0
534,Oliver James Associates,http://www.indeed.com/cmp/Oliver-James-Associates,0.0,0.0,0.0,200000.0,170000.0,0.0,185000.0
535,venturesoft Global,http://www.indeed.com/cmp/Venturesoft-Global,0.0,105.0,0.0,0.0,0.0,0.0,0.0
536,University of Wisconsin-Madison,http://www.indeed.com/cmp/University-of-Wisconsin--madison,0.0,0.0,0.0,0.0,0.0,0.0,50400.0
537,BlueStaff Inc,http://www.indeed.com/cmp/Bluestaff-Inc,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
538,Department of Finance,http://www.indeed.com/cmp/Department-of-Finance,0.0,0.0,0.0,83142.0,57757.0,0.0,69296.0
539,TAKE Enterprise Services Inc,http://www.indeed.com/cmp/Take-Enterprise-Services-Inc,0.0,80.0,0.0,0.0,0.0,0.0,0.0
540,Tessella Inc.,http://www.indeed.com/cmp/Tessella-Inc.,0.0,0.0,0.0,106406.0,56609.0,0.0,77611.0
541,National,http://www.indeed.com/cmp/National,0.0,0.0,0.0,118889.0,87075.0,0.0,101746.0
542,Oculus Search Partners LLC,http://www.indeed.com/cmp/Oculus-Search-Partners-LLC,0.0,0.0,0.0,0.0,0.0,0.0,175000.0
543,ISPA Technology,http://www.indeed.com/cmp/Ispa-Technology,0.0,0.0,0.0,153819.0,121905.0,0.0,136935.0
544,CSI Consulting Group,http://www.indeed.com/cmp/Csi-Consulting-Group,65.0,0.0,0.0,0.0,0.0,0.0,0.0
545,Search Technology,http://www.indeed.com/cmp/Search-Technology,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
546,Accion Labs Inc,http://www.indeed.com/cmp/Accion-Labs-Inc,0.0,73.54,0.0,0.0,0.0,0.0,0.0
547,HireStrategy,http://www.indeed.com/cmp/Hirestrategy,0.0,0.0,0.0,0.0,0.0,0.0,70000.0
548,Data Scientist - Entry Level,http://www.indeed.com/cmp/Data-Scientist---Entry-Level,0.0,0.0,0.0,86714.0,62738.0,0.0,73758.0
549,Paradigm Infotech,http://www.indeed.com/cmp/Paradigm-Infotech,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
550,BlueFlame Energy Finance LLC,http://www.indeed.com/cmp/Blueflame-Energy-Finance-LLC,0.0,0.0,0.0,161783.0,70407.0,0.0,106727.0
551,Oregon Health Sciences University,http://www.indeed.com/cmp/Oregon-Health-Sciences-University,0.0,0.0,0.0,91491.0,78697.0,0.0,84853.0
552,"Donahue & Moore Associates, LTD.","http://www.indeed.com/cmp/Donahue-&-Moore-Associates,-Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,150000.0
553,ValoreBooks,http://www.indeed.com/cmp/Valorebooks,0.0,0.0,0.0,84805.0,47301.0,0.0,63335.0
554,"Myriddian, LLC","http://www.indeed.com/cmp/Myriddian,-LLC",0.0,0.0,0.0,120000.0,100000.0,0.0,110000.0
555,ShareThis,http://www.indeed.com/cmp/Sharethis,0.0,0.0,0.0,160000.0,110000.0,0.0,135000.0
556,Stack Overflow,http://www.indeed.com/cmp/Stack-Overflow,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
557,"ADNET Systems, Inc","http://www.indeed.com/cmp/Adnet-Systems,-Inc",0.0,0.0,0.0,0.0,0.0,0.0,70000.0
558,Bluestone,http://www.indeed.com/cmp/Bluestone,0.0,0.0,0.0,0.0,0.0,0.0,170000.0
559,Apidel Technologies,http://www.indeed.com/cmp/Apidel-Technologies,0.0,0.0,0.0,0.0,0.0,0.0,135000.0
560,Knox and Associates,http://www.indeed.com/cmp/Knox-and-Associates,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
561,Global Executive Solutions Group,http://www.indeed.com/cmp/Global-Executive-Solutions-Group,0.0,0.0,0.0,0.0,0.0,0.0,110000.0
562,"DIVERSANT, LLC","http://www.indeed.com/cmp/Diversant,-LLC",0.0,0.0,2000.0,0.0,0.0,0.0,0.0
563,Nyansa,http://www.indeed.com/cmp/Nyansa,0.0,0.0,0.0,150000.0,110000.0,0.0,130000.0
564,Southwest Airlines,http://www.indeed.com/cmp/Southwest-Airlines,0.0,17.0,0.0,0.0,0.0,0.0,0.0
565,BlueFlame Energy Finance LLC,http://www.indeed.com/cmp/Blueflame-Energy-Finance-LLC,0.0,0.0,0.0,150000.0,75000.0,0.0,112500.0
566,United Software Group Inc.,http://www.indeed.com/cmp/United-Software-Group-Inc.,0.0,0.0,0.0,0.0,0.0,0.0,125000.0
567,CompIT Consultants,http://www.indeed.com/cmp/Compit-Consultants,0.0,0.0,6500.0,0.0,0.0,0.0,0.0
568,Butte College,http://www.indeed.com/cmp/Butte-College,0.0,0.0,0.0,0.0,0.0,0.0,102549.0
569,ProCom Services,http://www.indeed.com/cmp/Procom-Services,0.0,0.0,0.0,0.0,0.0,0.0,136000.0
570,Good World Solutions,http://www.indeed.com/cmp/Good-World-Solutions,0.0,0.0,0.0,48000.0,43000.0,0.0,45500.0
571,Aditi Staffing,http://www.indeed.com/cmp/Aditi-Staffing,0.0,65.0,0.0,0.0,0.0,0.0,0.0
572,Vurb,http://www.indeed.com/cmp/Vurb,0.0,0.0,0.0,150000.0,100000.0,0.0,125000.0
573,Compunnel,http://www.indeed.com/cmp/Compunnel,0.0,0.0,0.0,130000.0,120000.0,0.0,125000.0
574,The University of Michigan,http://www.indeed.com/cmp/The-University-of-Michigan,0.0,0.0,0.0,100000.0,80000.0,0.0,90000.0
575,ProductBio,http://www.indeed.com/cmp/Productbio,0.0,0.0,0.0,0.0,0.0,0.0,60000.0
576,BLT Recruiting,http://www.indeed.com/cmp/Blt-Recruiting,125.0,0.0,0.0,0.0,0.0,0.0,0.0
577,nextSource,http://www.indeed.com/cmp/Nextsource,0.0,60.0,0.0,0.0,0.0,0.0,0.0
578,Technology Resource Group,http://www.indeed.com/cmp/Technology-Resource-Group,0.0,0.0,0.0,160000.0,90000.0,0.0,125000.0
579,PeopleWorld Consulting Solutions Pvt Ltd,http://www.indeed.com/cmp/Peopleworld-Consulting-Solutions-Pvt-Ltd,65.0,0.0,0.0,0.0,0.0,0.0,0.0
580,New Dimensions in Technology (NDT),http://www.indeed.com/cmp/New-Dimensions-in-Technology-(ndt),0.0,0.0,0.0,0.0,0.0,0.0,130000.0
581,Smith Arnold Partners,http://www.indeed.com/cmp/Smith-Arnold-Partners,0.0,0.0,0.0,165000.0,150000.0,0.0,157500.0
582,Ginas Tech Jobs,http://www.indeed.com/cmp/Ginas-Tech-Jobs,0.0,0.0,0.0,120000.0,80000.0,0.0,100000.0
583,"AnthroTronix, Inc.","http://www.indeed.com/cmp/Anthrotronix,-Inc.",0.0,0.0,0.0,0.0,0.0,0.0,75000.0
584,Valintry Services,http://www.indeed.com/cmp/Valintry-Services,0.0,72.5,0.0,0.0,0.0,0.0,0.0
585,THEMESOFT,http://www.indeed.com/cmp/Themesoft,0.0,60.0,0.0,0.0,0.0,0.0,0.0
586,"Mangrum Career Solutions, LLC","http://www.indeed.com/cmp/Mangrum-Career-Solutions,-LLC",0.0,0.0,0.0,0.0,0.0,0.0,110000.0
587,JEG Search,http://www.indeed.com/cmp/Jeg-Search,0.0,0.0,0.0,150000.0,135000.0,0.0,142500.0
588,Office of the Director of National Intelligence,http://www.indeed.com/cmp/Office-of-the-Director-of-National-Intelligence,0.0,0.0,0.0,139523.0,107325.0,0.0,123424.0
589,Narvar,http://www.indeed.com/cmp/Narvar,0.0,0.0,0.0,120000.0,80000.0,0.0,100000.0
590,"ICONMA, LLC.","http://www.indeed.com/cmp/Iconma,-Llc.",0.0,43.0,0.0,0.0,0.0,0.0,0.0
591,Playlist,http://www.indeed.com/cmp/Playlist,0.0,0.0,0.0,130000.0,100000.0,0.0,115000.0
592,ARGO,http://www.indeed.com/cmp/Argo,0.0,0.0,0.0,130000.0,100000.0,0.0,115000.0
593,Non Specific Employer,http://www.indeed.com/cmp/Non-Specific-Employer,0.0,50.0,0.0,0.0,0.0,0.0,0.0
594,RockIT Recruiting,http://www.indeed.com/cmp/Rockit-Recruiting,0.0,0.0,0.0,120000.0,90000.0,0.0,105000.0
595,LoanNow,http://www.indeed.com/cmp/Loannow,0.0,0.0,0.0,100000.0,80000.0,0.0,90000.0
596,Privicee,http://www.indeed.com/cmp/Privicee,0.0,0.0,0.0,100000.0,50000.0,0.0,75000.0
597,Hudson Data,http://www.indeed.com/cmp/Hudson-Data,0.0,0.0,0.0,125000.0,90000.0,0.0,107500.0
598,IntePros Northeast,http://www.indeed.com/cmp/Intepros-Northeast,0.0,60.0,0.0,0.0,0.0,0.0,0.0
599,"Red Oak Technologies, Inc.","http://www.indeed.com/cmp/Red-Oak-Technologies,-Inc.",110.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Paul May and Associates,http://www.indeed.com/cmp/Paul-May-and-Associates,0.0,0.0,0.0,0.0,0.0,0.0,120000.0
601,"The Matlen Silver Group, Inc.","http://www.indeed.com/cmp/The-Matlen-Silver-Group,-Inc.",600.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Nucleus10,http://www.indeed.com/cmp/Nucleus10,0.0,75.0,0.0,0.0,0.0,0.0,0.0
603,3coast,http://www.indeed.com/cmp/3coast,0.0,0.0,0.0,180000.0,155000.0,0.0,167500.0
604,"RightPlace Consulting, LLC","http://www.indeed.com/cmp/Rightplace-Consulting,-LLC",0.0,100.0,0.0,0.0,0.0,0.0,0.0
605,Group A LLC,http://www.indeed.com/cmp/Group-A-LLC,0.0,0.0,0.0,180000.0,160000.0,0.0,170000.0
606,Debian Systems Inc,http://www.indeed.com/cmp/Debian-Systems-Inc,0.0,0.0,0.0,0.0,0.0,0.0,150000.0
607,Beneath The Ink,http://www.indeed.com/cmp/Beneath-the-Ink,0.0,0.0,0.0,90000.0,60000.0,0.0,75000.0
608,Ved Software Services Inc.,http://www.indeed.com/cmp/Ved-Software-Services-Inc.,65.0,0.0,0.0,0.0,0.0,0.0,0.0
609,CAC Services,http://www.indeed.com/cmp/Cac-Services,0.0,0.0,0.0,120000.0,100000.0,0.0,110000.0
610,Snohomish County Public Utilities,http://www.indeed.com/cmp/Snohomish-County-Public-Utilities,0.0,0.0,0.0,0.0,0.0,0.0,117000.0
611,Big Data Careers,http://www.indeed.com/cmp/Big-Data-Careers,0.0,0.0,0.0,180000.0,100000.0,0.0,140000.0
612,"Veritis Group, Inc.","http://www.indeed.com/cmp/Veritis-Group,-Inc.",65.0,0.0,0.0,0.0,0.0,0.0,0.0
613,"Numeric, LLC","http://www.indeed.com/cmp/Numeric,-LLC",0.0,0.0,0.0,130000.0,100000.0,0.0,115000.0
614,CyberCoders,http://www.indeed.com/cmp/Cybercoders,146.0,100.0,0.0,153063.0,109192.0,400.0,131128.0
615,TechInMotion,http://www.indeed.com/cmp/Techinmotion,0.0,59.13,0.0,147052.0,109055.0,0.0,128054.0
616,Workbridge Associates,http://www.indeed.com/cmp/Workbridge-Associates,0.0,59.29,0.0,152486.0,112000.0,0.0,132243.0
617,Jobspring Partners,http://www.indeed.com/cmp/Jobspring-Partners,0.0,60.25,0.0,140725.0,105611.0,0.0,123168.0
618,"Career Brokers, Inc.","http://www.indeed.com/cmp/Career-Brokers,-Inc.",0.0,0.0,0.0,134493.0,103243.0,0.0,118868.0
619,National Security Agency,http://www.indeed.com/cmp/National-Security-Agency,0.0,0.0,0.0,100822.0,68553.0,0.0,84687.0
620,harnham,http://www.indeed.com/cmp/Harnham,0.0,0.0,0.0,165528.0,137927.0,0.0,151728.0
621,Job Juncture,http://www.indeed.com/cmp/Job-Juncture,0.0,0.0,0.0,142148.0,103343.0,0.0,122746.0
622,Plastic Executive Recruiters,http://www.indeed.com/cmp/Plastic-Executive-Recruiters,0.0,0.0,0.0,164500.0,107700.0,0.0,136100.0
623,Prosigo Executive Search,http://www.indeed.com/cmp/Prosigo-Executive-Search,0.0,0.0,0.0,167750.0,108100.0,0.0,137925.0
624,Ploeger Recruiting Services,http://www.indeed.com/cmp/Ploeger-Recruiting-Services,0.0,0.0,0.0,165052.0,107732.0,0.0,136392.0
625,CMD And Associates,http://www.indeed.com/cmp/Cmd-and-Associates,0.0,0.0,0.0,160368.0,107368.0,0.0,133868.0
626,"Fowler Placement Services, Inc.","http://www.indeed.com/cmp/Fowler-Placement-Services,-Inc.",0.0,0.0,0.0,165108.0,107419.0,0.0,136263.0
627,Onboard.jobs,http://www.indeed.com/cmp/Onboard.jobs,0.0,0.0,0.0,165380.0,107717.0,0.0,136549.0
628,Systematic business consulting,http://www.indeed.com/cmp/Systematic-Business-Consulting,0.0,0.0,0.0,162056.0,107222.0,0.0,134639.0
629,Bio-Partners,http://www.indeed.com/cmp/Bio--partners,0.0,0.0,0.0,157978.0,106966.0,0.0,132472.0
630,Lodestar Executive Search,http://www.indeed.com/cmp/Lodestar-Executive-Search,0.0,0.0,0.0,166954.0,107816.0,0.0,137385.0
631,"PSU Personnel Services Unlimited, Inc.","http://www.indeed.com/cmp/Psu-Personnel-Services-Unlimited,-Inc.",0.0,0.0,0.0,161552.0,107241.0,0.0,134397.0
632,SearchStars,http://www.indeed.com/cmp/Searchstars,0.0,0.0,0.0,162151.0,107209.0,0.0,134680.0
633,Client Staffing Solutions,http://www.indeed.com/cmp/Client-Staffing-Solutions,0.0,0.0,0.0,154826.0,106512.0,0.0,130669.0
