,Year,Link,Week Ending,Comdata,T-Chek Self-Serve,T-Chek Wholesale 
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,6/25 - 6/29,278.6,281.4,221.3
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/2 - 7/6,278.5,281.5,226.2
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/9 - 7/13,282.4,286.3,230.2
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/16 - 7/20,283.4,286.3,225.4
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/23 - 7/27,283.9,286.9,223.2
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,7/30 - 8/3,284.3,287.8,229.4
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/6 - 8/10,282.4,284.1,218.5
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/13 - 8/17,280.1,283.0,227.1
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/20 - 8/25,281.9,285.1,222.0
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,8/27 - 8/31,282.4,286.3,227.4
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/3 - 9/7,285.4,289.9,230.2
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/10 - 9/14,288.5,293.3,236.9
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/17 - 9/21,294.0,299.7,243.7
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,9/24 - 9/28,299.1,304.0,242.4
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/1 - 10/5,298.6,302.6,237.9
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/8 - 10/12,297.9,301.6,238.9
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/15 - 10/19,300.7,304.8,249.5
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/22 - 10/26,304.7,308.5,250.6
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,10/29 - 11/2,314.7,319.5,265.4
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/5 - 11/9,328.7,334.7,277.2
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/12 - 11/16,334.5,338.3,272.8
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/19 - 11/23,334.6,339.8,280.6
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,11/26 - 11/30,337.7,342.3,276.2
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/3 - 12/7,330.8,333.9,261.3
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/10 - 12/14,325.1,327.0,262.1
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/17 - 12/21,325.1,328.1,263.3
0,2007.0,http://www.ttnews.com/fuel/comdata2007.htm,12/24 - 12/28,327.5,330.4,269.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/25 - 12/29,255.1,256.0,187.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/2 - 1/6,242.7,245.5,186.9
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/9 - 1/13,243.5,245.9,178.9
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/16 - 1/20,241.5,243.6,181.8
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/23 - 1/27,244.4,247.6,187.6
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,1/30 - 2/3,245.4,249.1,189.4
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/6 - 2/10,244.7,247.6,182.2
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/13 - 2/17,241.9,244.8,179.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/20 - 2/24,241.7,244.9,184.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,2/27 - 3/3,244.5,247.9,191.3
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/6 - 3/10,251.1,255.0,191.9
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/13 - 3/17,252.2,256.0,196.8
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/20 - 3/24,253.3,256.0,190.9
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,3/27 - 4/3,254.6,258.1,200.1
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/3 - 4/7,259.4,263.4,204.3
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/10 - 4/14,266.8,271.7,215.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/17 - 4/21,277.8,282.7,227.6
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,4/24 - 4/28,284.3,288.9,227.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/1 - 5/5,284.8,289.6,225.3
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/8 - 5/12,283.9,289.0,228.2
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/15 - 5/19,284.5,289.3,218.4
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/22 - 5/26,282.3,287.0,221.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,5/29 - 6/2,281.9,287.0,224.6
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/5 - 6/9,284.9,289.5,230.6
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/12 - 6/16,286.6,291.5,226.6
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/19 - 6/23,283.5,287.1,216.8
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,6/26 - 6/30,283.1,287.2,227.2
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/3 - 7/7,286.8,291.4,233.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/10 - 7/14,286.9,290.9,228.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/17 - 7/21,289.4,294.0,235.2
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/24 - 7/28,292.0,296.2,240.0
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,7/31 - 8/4,296.2,301.4,248.2
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/7 - 8/11,301.8,307.3,248.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/14 - 8/18,300.1,304.1,242.4
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/21 - 8/25,297.9,302.1,243.6
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,8/28 - 9/1,294.5,298.6,229.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/4 - 9/8,286.7,289.7,214.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/11 - 9/15,273.3,275.5,187.3
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/18 - 9/22,260.5,262.3,180.4
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,9/25 - 9/29,251.3,252.6,184.7
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/2 - 10/6,248.0,249.5,181.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/9 - 10/13,246.4,248.0,185.6
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/16 - 10/20,247.6,250.7,191.0
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/23 - 10/27,247.7,250.2,187.0
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,10/30 - 11/3,246.9,249.0,182.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/6 - 11/10,248.3,251.2,195.2
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/13 - 11/17,250.6,253.1,190.5
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/20 - 11/24,251.2,254.3,196.4
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,11/27 - 12/1,253.3,256.2,198.0
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/4 - 12/8,257.0,259.3,195.3
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/11 - 12/15,255.6,257.6,191.4
0,2006.0,http://www.ttnews.com/fuel/comdata2006.htm,12/18 - 12/22,255.9,257.6,191.4
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/27-7/1,230.7,233.9,172.2
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/3-1/7/2005,190.7,193.4,124.9
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/10-1/14,190.6,192.8,132.3
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/17-1/21,193.0,195.3,136.7
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/24-1/28,195.2,197.4,141.1
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,1/31-2/4,196.4,198.9,136.6
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/7-2/11,194.6,197.0,134.4
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/14-2/18,195.4,197.9,140.2
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/21-2/25,201.8,203.3,150.9
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,2/28-3/4,210.0,212.5,157.3
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/7-3/11,213.8,216.6,158.7
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/14-3/18,217.4,219.7,164.0
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/21-3/25,221.4,224.4,165.2
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,3/28-4/1,222.1,224.7,167.2
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/4-4/8,229.4,232.5,173.4
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/11-4/15,225.0,228.4,162.2
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/18-4/22,222.4,225.1,165.5
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,4/25-4/29,224.4,227.6,166.7
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/2-5/6,220.1,223.5,159.4
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/9-5/13,217.0,220.7,156.4
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/16-5/20,213.3,216.7,151.4
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/23-5/27,211.5,214.0,153.0
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,5/30-6/3,213.7,216.4,161.2
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/6-6/10,222.7,225.7,170.0
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/13-6/17,226.4,229.4,172.4
0,2005.0,http://www.ttnews.com/fuel/comdataopis2005.asp,6/20-6/24,229.2,232.5,174.2
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/27-12/31,194.0,196.4,126.4
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/29/2003-1/2/2004,148.1,149.7,93.1
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/5-1/9,149.7,151.6,97.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/12-1/16,153.8,155.9,98.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/19-1/23,155.0,156.7,101.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,1/26-1/30,157.1,159.3,100.2
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/2-2/6,155.5,157.9,96.2
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/9-2/13,154.3,156.2,96.5
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/16-2/20,156.3,158.3,101.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,2/23-2/27,157.0,158.8,101.3
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/1-3/5,159.9,162.0,105.5
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/8-3/12,159.4,161.8,101.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/15-3/19,159.6,161.5,104.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/22-3/26,161.1,163.3,106.4
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,3/29-4/2,161.5,164.0,106.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/5-4/9,162.3,164.2,107.1
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/12-4/16,161.1,167.9,114.2
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/19-4/23,168.2,170.8,112.3
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,4/26-4/30,167.2,169.8,109.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/3-5/7,167.9,170.3,113.7
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/10-5/14,170.7,172.9,116.6
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/17-5/21,171.8,174.3,116.3
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/24-5/28,171.3,174.0,116.3
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,5/31-6/4,170.0,172.7,111.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/7-6/11,168.2,170.6,111.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/14-6/18,166.6,169.7,107.2
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/21-6/25,166.1,168.3,109.7
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,6/28-7/2,166.3,168.3,109.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/5-7/9,168.5,170.7,115.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/12-7/16,170.6,172.7,115.6
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/19-7/23,171.2,173.3,116.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,7/26-7/30,173.2,175.1,116.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/2-8/6,176.6,178.6,124.4
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/9-8/13,178.4,180.8,124.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/16-8/20,181.4,183.6,129.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/23-8/27,184.5,186.9,127.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,8/30-9/3,182.8,185.4,125.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/6-9/10,183.3,185.7,129.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/13-9/17,185.1,185.7,129.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/20-9/24,192.1,193.7,141.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,9/27-10/1,199.6,202.3,147.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/4-10/8,203.3,205.9,150.4
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/11-10/15,208.5,210.4,157.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/18-10/22,215.6,218.3,161.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,10/25-10/29,217.8,221.0,160.1
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/1-11/5,214.5,217.8,147.4
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/8-11/12,210.1,231.5,142.9
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/15-11/19,207.3,210.2,142.1
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/22-11/26,207.3,210.5,148.8
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,11/29-12/3,206.0,209.4,140.0
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/6-12/10,198.5,202.0,123.3
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/13-12/17,194.7,197.1,130.6
0,2004.0,http://www.ttnews.com/fuel/comdata2004.asp,12/20-12/24,196.0,198.4,137.3
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/22-12/26,148.1,149.6,92.1
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/30/2002-1/04/2003,147.5,149.2,92.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/06-1/11,146.8,149.2,89.3
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/13-1/18,145.7,147.7,89.8
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/20-1/25,146.0,148.1,91.5
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,1/27-2/01,149.2,151.0,97.5
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/03-2/08,155.6,156.9,104.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/10-2/15,167.5,169.9,114.2
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/17-2/22,168.2,170.7,114.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,2/24-3/1,1.705,172.7,119.1
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/3-3/8,173.8,176.4,119.9
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/10-3/15,174.1,176.9,117.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/17-3/22,168.4,171.7,101.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/24-3/29,159.6,162.4,91.3
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,3/31-4/5,155.2,158.8,93.2
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/7-4/12,151.6,153.7,91.7
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/14-4/19,151.2,152.7,93.6
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/21-4/26,149.5,151.6,91.7
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,4/28-5/3,144.5,147.8,82.9
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/5-5/10,141.9,144.0,81.3
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/12-5/17,140.5,142.6,83.5
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/19-5/24,140.3,142.4,82.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,5/26-5/31,139.0,141.2,80.6
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/2-6/7,139.0,140.8,82.3
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/9-6/14,139.5,141.4,84.5
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/16-6/21,139.3,141.7,81.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/23-6/28,138.9,140.8,82.1
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,6/30-7/5,139.0,140.9,84.1
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/7-7/12,139.7,141.7,84.6
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/14-7/19,140.7,142.8,85.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/21-7/26,140.9,142.7,84.0
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,7/28-8/2,140.9,142.8,85.9
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/4-8/9,144.5,146.2,91.7
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/11-8/16,146.3,148.2,90.2
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/18-8/23,146.5,148.5,89.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,8/25-8/30,147.1,149.1,90.7
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/1-9/6,146.2,148.3,87.2
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/8-9/13,144.3,146.5,83.8
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/15-9/20,142.5,144.7,80.2
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/22-9/27,139.9,142.0,79.0
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,9/29-10/4,139.9,141.7,84.6
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/6-10/10,142.8,144.5,89.8
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/13-10/17,146.9,148.8,94.6
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/20-10/24,0.0,149.4,90.1
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,10/27-10/31,145.8,148.3,87.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/3-11/7,144.5,146.7,86.1
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/10-11/14,144.5,146.5,89.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/17-11/21,144.7,147.7,91.6
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,11/24-11/28,145.3,147.7,87.7
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/1-12/5,144.6,146.7,88.8
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/8-12/12,145.4,147.3,90.4
0,2003.0,http://www.ttnews.com/fuel/comdata2003.asp,12/15-12/19,146.3,148.2,93.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/23-12/27,144.1,144.9,92.5
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/31/2001-1/05/2002,113.3,115.4,57.6
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/07-1/12,113.8,115.4,57.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/14-1/19,112.6,114.1,53.9
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/21-1/26,111.4,112.9,55.0
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,1/28-2/02,111.4,113.4,56.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/04-2/09,112.2,113.8,57.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/11-2/16,112.7,114.2,58.2
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/18-2/23,113.0,114.6,58.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,2/25-3/02,113.3,114.8,59.3
