,Year,Link,Week Ending,Comdata,T-Chek Self-Serve,T-Chek Wholesale 
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/4-3/9,116.3,118.2,64.4
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/11-3/16,121.3,122.1,68.6
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/18-3/23,124.3,125.8,71.5
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,3/25-3/30,125.9,127.7,72.0
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/1-4/6,129.0,132.2,75.8
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/8-4/13,129.7,131.8,74.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/15-4/20,128.6,130.6,70.5
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/22-4/27,127.7,129.6,72.2
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,4/29-5/4,128.0,129.9,73.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/6-5/11,127.6,129.6,71.4
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/13-5/18,127.9,129.7,74.0
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/20-5/25,128.4,130.3,73.2
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,5/27-6/1,127.7,129.9,70.5
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/3-6/8,126.6,128.6,68.7
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/10-6/15,125.3,127.3,68.3
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/17-6/22,125.4,127.3,70.4
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,6/24-6/28,125.7,127.4,70.8
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/1-7/5,126.2,128.1,72.4
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/8-7/12,126.8,128.5,72.1
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/15-7/19,128.0,129.7,74.7
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/22-7/26,128.3,130.3,72.1
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,7/29-8/2,127.8,129.7,72.7
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/5-8/9,127.8,129.6,72.6
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/12-8/16,128.4,130.1,75.6
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/19-8/23,132.2,134.1,81.2
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,8/26-8/30,135.0,136.8,82.9
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/2-9/6,136.2,138.2,83.4
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/9-9-13,137.7,139.8,85.7
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/16-9/20,138.7,140.9,86.1
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/23-9/27,140.0,142.0,88.0
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,9/30-10/4,142.1,144.2,90.1
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/7-10/11,143.4,145.8,89.5
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/14-10/18,144.1,146.4,90.9
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/21-10/25,144.0,146.4,87.2
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,10/28-11/1,142.4,144.9,84.9
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/4-11/8,141.0,143.4,82.8
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/11-11/15,138.9,141.4,78.6
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/18-11/22,137.6,139.6,81.7
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,11/25-11/29,137.8,140.0,83.0
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/2-12/6,138.0,140.1,81.8
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/9-12/13,137.1,139.1,78.8
0,2002.0,http://www.ttnews.com/fuel/comdataopis2002.htm,12/16-12/20,139.2,141.0,86.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/24-12/28,113.3,114.2,58.6
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/22-28,140.3,141.7,85.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/29-5/5,138.8,140.1,81.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/6-12,137.6,139.1,83.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/13-19,140.2,141.7,88.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/20-26,141.2,142.5,86.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/27-6/2,140.6,142.2,84.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/3-9,139.4,140.6,83.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/10-16,139.1,140.5,85.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/17-23,140.3,141.5,85.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/24-30,141.6,143.0,89.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/1-7,143.0,144.4,89.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/8-14,142.2,143.6,86.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/15-21,140.1,142.2,85.6
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/22-28,139.4,140.6,82.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/29-8/4,138.1,139.2,83.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/5-11,139.0,140.2,87.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/12-18,143.0,144.2,92.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/19-25,146.7,148.2,98.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/26-9/1,154.4,156.1,105.6
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/2-8,158.4,160.0,106.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/9-15,161.1,162.7,109.3
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/16-22,162.5,164.1,109.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/23-29,161.3,162.7,102.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/30-10/6,158.3,159.9,103.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/7-13,158.1,159.9,107.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/14-20,162.9,164.5,107.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/21-27,161.1,162.6,106.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/28-11/3,159.4,161.0,102.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/4-10,156.4,158.1,101.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/11-17,157.8,159.4,106.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/18-24,160.5,162.2,109.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/25-12/1,161.2,162.6,105.3
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/2-8,157.8,159.1,99.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/9-15,153.4,155.0,94.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/16-22,150.0,151.3,90.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/23-29,147.7,148.7,92.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/30/2000-1/5/2001,148.5,149.9,94.3
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/6-12,147.9,149.4,92.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/13-19,148.3,149.6,94.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/20-26,152.0,153.6,97.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/27-2/2,150.4,152.2,92.8
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/3-2/9,149.1,150.4,94.6
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/10-2/16,147.6,149.6,88.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/17-2/23,143.7,145.5,84.8
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/24-3/2,140.9,142.4,82.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/3-3/9,138.1,139.4,81.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/10-3/16,136.8,138.1,79.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/17-3/23,134.4,135.7,76.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/24-3/30,135.0,136.3,80.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/31-4/6,135.0,136.9,80.3
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/7-4/13,138.9,139.5,85.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/14-4/20,141.5,143.5,86.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/21-4/27,141.1,142.8,85.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/28-5/04,142.9,144.5,89.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/05-5/11,144.6,146.4,92.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/12-5/18,146.2,148.1,93.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/19-5/25,148.7,150.5,98.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/26-6/1,150.2,152.2,97.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/2-6/8,148.0,150.2,92.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/9-6/15,154.5,147.5,91.8
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/16-6/22,143.6,146.2,86.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/23-6/29,139.9,142.1,80.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/30-7/6,136.7,138.6,79.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/7-7/13,135.5,137.3,79.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/16-7/20,133.4,135.3,74.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/23-7/27,131.6,133.2,75.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/30-8/03,131.7,133.2,76.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/06-8/10,132.6,134.0,79.3
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/13-8/17,135.0,136.4,82.6
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/20-8/24,138.3,139.7,86.3
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/25-8/31,144.4,146.2,93.1
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/1-9/7,145.1,147.2,91.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/10-9/14,148.9,151.0,96.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/17-9/21,146.7,149.0,86.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/24-9/28,136.3,142.6,76.2
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/1-10/5,135.0,136.8,77.8
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/8-10/12,132.3,134.4,75.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/15-10/19,129.4,131.7,71.3
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/22-10/26,127.2,129.2,71.9
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/29-11/2,126.1,128.1,69.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/5-11/9,123.9,125.9,66.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/12-11/16,122.8,124.8,65.5
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/19-11/23,119.3,121.4,59.4
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/26-11/30,117.4,119.3,58.7
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/3-12/7,115.2,117.1,57.0
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/10-12/14,112.7,114.3,52.6
0,2001.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/17-12/21,111.5,112.9,56.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/24-12/28,113.3,114.2,58.6
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/22-28,140.3,141.7,85.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/29-5/5,138.8,140.1,81.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/6-12,137.6,139.1,83.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/13-19,140.2,141.7,88.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/20-26,141.2,142.5,86.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/27-6/2,140.6,142.2,84.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/3-9,139.4,140.6,83.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/10-16,139.1,140.5,85.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/17-23,140.3,141.5,85.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/24-30,141.6,143.0,89.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/1-7,143.0,144.4,89.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/8-14,142.2,143.6,86.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/15-21,140.1,142.2,85.6
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/22-28,139.4,140.6,82.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/29-8/4,138.1,139.2,83.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/5-11,139.0,140.2,87.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/12-18,143.0,144.2,92.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/19-25,146.7,148.2,98.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/26-9/1,154.4,156.1,105.6
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/2-8,158.4,160.0,106.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/9-15,161.1,162.7,109.3
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/16-22,162.5,164.1,109.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/23-29,161.3,162.7,102.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/30-10/6,158.3,159.9,103.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/7-13,158.1,159.9,107.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/14-20,162.9,164.5,107.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/21-27,161.1,162.6,106.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/28-11/3,159.4,161.0,102.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/4-10,156.4,158.1,101.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/11-17,157.8,159.4,106.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/18-24,160.5,162.2,109.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/25-12/1,161.2,162.6,105.3
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/2-8,157.8,159.1,99.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/9-15,153.4,155.0,94.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/16-22,150.0,151.3,90.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/23-29,147.7,148.7,92.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/30/2000-1/5/2001,148.5,149.9,94.3
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/6-12,147.9,149.4,92.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/13-19,148.3,149.6,94.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/20-26,152.0,153.6,97.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,1/27-2/2,150.4,152.2,92.8
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/3-2/9,149.1,150.4,94.6
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/10-2/16,147.6,149.6,88.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/17-2/23,143.7,145.5,84.8
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,2/24-3/2,140.9,142.4,82.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/3-3/9,138.1,139.4,81.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/10-3/16,136.8,138.1,79.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/17-3/23,134.4,135.7,76.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/24-3/30,135.0,136.3,80.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,3/31-4/6,135.0,136.9,80.3
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/7-4/13,138.9,139.5,85.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/14-4/20,141.5,143.5,86.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/21-4/27,141.1,142.8,85.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,4/28-5/04,142.9,144.5,89.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/05-5/11,144.6,146.4,92.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/12-5/18,146.2,148.1,93.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/19-5/25,148.7,150.5,98.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,5/26-6/1,150.2,152.2,97.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/2-6/8,148.0,150.2,92.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/9-6/15,154.5,147.5,91.8
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/16-6/22,143.6,146.2,86.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/23-6/29,139.9,142.1,80.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,6/30-7/6,136.7,138.6,79.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/7-7/13,135.5,137.3,79.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/16-7/20,133.4,135.3,74.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/23-7/27,131.6,133.2,75.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,7/30-8/03,131.7,133.2,76.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/06-8/10,132.6,134.0,79.3
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/13-8/17,135.0,136.4,82.6
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/20-8/24,138.3,139.7,86.3
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,8/25-8/31,144.4,146.2,93.1
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/1-9/7,145.1,147.2,91.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/10-9/14,148.9,151.0,96.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/17-9/21,146.7,149.0,86.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,9/24-9/28,136.3,142.6,76.2
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/1-10/5,135.0,136.8,77.8
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/8-10/12,132.3,134.4,75.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/15-10/19,129.4,131.7,71.3
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/22-10/26,127.2,129.2,71.9
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,10/29-11/2,126.1,128.1,69.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/5-11/9,123.9,125.9,66.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/12-11/16,122.8,124.8,65.5
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/19-11/23,119.3,121.4,59.4
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,11/26-11/30,117.4,119.3,58.7
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/3-12/7,115.2,117.1,57.0
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/10-12/14,112.7,114.3,52.6
0,2000.0,http://www.ttnews.com/fuel/comdataopis2000.asp,12/17-12/21,111.5,112.9,56.5
